Ticker,Sector,Share_Price,Lot_Size,Lot_Cost,Annual_Lot_Dividend,Dividend_Yield
RNTN,Basic Materials,188.31,100,18831.0,576.82,3.0631
EXUM,Industrials,211.69,100,21169.0,544.42,2.5718
ZIS,Technology,174.9,100,17490.0,413.99,2.367
FERMZ,Consumer Defensive,70.51,100,7051.0,279.78,3.968
XNK,Utilities,90.54,100,9054.0,470.08,5.192
JL,Consumer Defensive,233.09,100,23309.0,765.65,3.2848
BQJDV,Communication Services,244.9,100,24490.0,192.5,0.786
VAO,Industrials,154.22,100,15422.0,489.47,3.1738
CQF,Consumer Cyclical,44.23,100,4423.0,131.02,2.9622
JZNJ,Industrials,61.7,100,6170.0,161.07,2.6105
QYO,Energy,40.36,100,4036.0,139.89,3.466
PFJDQ,Healthcare,333.32,100,33332.0,1079.09,3.2374
XUP,Industrials,69.75,100,6975.0,232.52,3.3336
FLSX,Technology,156.28,100,15628.0,376.14,2.4069
OT,Energy,49.06,100,4906.0,161.02,3.2821
NSUO,Basic Materials,188.26,100,18826.0,552.95,2.9372
OPTW,Financials,64.57,100,6457.0,306.88,4.7526
ZEF,Basic Materials,140.34,100,14034.0,421.04,3.0001
OYN,Industrials,54.68,100,5468.0,69.71,1.2748
FZPZ,Financials,46.24,100,4624.0,215.27,4.6554
LPF,Technology,387.63,100,38763.0,710.54,1.833
CHMD,Energy,166.55,100,16655.0,558.28,3.352
HTUH,Healthcare,295.41,100,29541.0,327.8,1.1096
ALPCT,Technology,333.99,100,33399.0,339.18,1.0155
WH,Industrials,70.57,100,7057.0,106.79,1.5132
XYU,Financials,90.2,100,9020.0,231.74,2.5692
PXCC,Technology,139.21,100,13921.0,108.53,0.7796
IXM,Consumer Cyclical,114.44,100,11444.0,340.81,2.978
YQOG,Energy,183.99,100,18399.0,785.14,4.2673
NQTRH,Technology,96.83,100,9683.0,51.95,0.5366
SGFX,Communication Services,89.44,100,8944.0,96.25,1.0762
XAW,Healthcare,137.7,100,13770.0,169.24,1.2291
TAG,Financials,67.79,100,6779.0,319.9,4.7189
PXC,Utilities,54.85,100,5485.0,246.72,4.4981
IBLRZ,Industrials,210.65,100,21065.0,274.11,1.3013
TSKC,Industrials,170.15,100,17015.0,452.57,2.6598
XRH,Real Estate,23.78,100,2378.0,114.16,4.8005
JSR,Technology,164.0,100,16400.0,135.23,0.8246
KWOW,Industrials,274.78,100,27478.0,302.81,1.102
KAY,Consumer Defensive,76.97,100,7697.0,200.24,2.6016
FUQ,Consumer Defensive,147.44,100,14744.0,484.11,3.2834
RMVI,Technology,448.16,100,44816.0,742.8,1.6574
RPGD,Technology,68.67,100,6867.0,153.31,2.2326
IDAS,Technology,52.3,100,5230.0,83.18,1.5904
AHFD,Financials,117.37,100,11737.0,423.71,3.6101
SYX,Consumer Defensive,71.41,100,7141.0,315.23,4.4144
RHB,Communication Services,44.01,100,4401.0,94.5,2.1472
KQI,Basic Materials,58.64,100,5864.0,199.24,3.3977
PSE,Healthcare,314.41,100,31441.0,961.19,3.0571
QZE,Healthcare,57.35,100,5735.0,99.61,1.7369
ENYK,Financials,167.36,100,16736.0,583.1,3.4841
DBIK,Consumer Defensive,124.74,100,12474.0,194.81,1.5617
SUVL,Technology,200.2,100,20020.0,108.62,0.5426
WEI,Industrials,154.82,100,15482.0,300.29,1.9396
QLY,Technology,371.8,100,37180.0,923.6,2.4841
FLLT,Industrials,255.71,100,25571.0,272.0,1.0637
FCH,Financials,58.73,100,5873.0,190.62,3.2458
WA,Industrials,132.01,100,13201.0,249.95,1.8934
CFR,Consumer Cyclical,220.06,100,22006.0,156.84,0.7127
VYJ,Financials,171.6,100,17160.0,518.43,3.0212
BH,Energy,103.1,100,10310.0,570.92,5.5375
IY,Basic Materials,73.48,100,7348.0,175.37,2.3867
ITY,Consumer Cyclical,283.78,100,28378.0,687.43,2.4224
XZMDA,Financials,118.69,100,11869.0,482.15,4.0623
AJU,Technology,301.09,100,30109.0,618.48,2.0541
XKKZ,Energy,222.1,100,22210.0,1326.61,5.973
NWPP,Consumer Defensive,177.76,100,17776.0,360.41,2.0275
KGQA,Technology,235.74,100,23574.0,396.51,1.682
POXSW,Healthcare,216.59,100,21659.0,627.37,2.8966
UQN,Technology,345.43,100,34543.0,201.34,0.5829
NKC,Basic Materials,59.38,100,5938.0,119.13,2.0063
GSAN,Consumer Cyclical,66.47,100,6647.0,140.72,2.1171
CUXSX,Consumer Defensive,166.84,100,16684.0,308.49,1.849
CJKBH,Energy,131.94,100,13194.0,315.86,2.394
VIVG,Financials,37.17,100,3717.0,59.59,1.6032
XRQZ,Basic Materials,176.14,100,17614.0,340.51,1.9332
JZR,Healthcare,208.59,100,20859.0,607.96,2.9146
BXM,Utilities,26.85,100,2685.0,87.58,3.2619
ZFHC,Consumer Defensive,60.57,100,6057.0,268.72,4.4365
JQJ,Industrials,269.24,100,26924.0,481.65,1.7889
SXSL,Technology,185.44,100,18544.0,177.31,0.9562
VPNS,Financials,74.24,100,7424.0,367.23,4.9465
EDMJ,Industrials,294.34,100,29434.0,553.99,1.8821
EDWMQ,Industrials,56.58,100,5658.0,137.72,2.4341
SBK,Communication Services,24.99,100,2499.0,86.41,3.4577
AFAK,Basic Materials,142.07,100,14207.0,254.86,1.7939
VRKDM,Consumer Defensive,159.24,100,15924.0,249.12,1.5644
KGJOQ,Healthcare,272.15,100,27215.0,446.44,1.6404
SKKTI,Industrials,84.19,100,8419.0,240.69,2.8588
XFH,Financials,169.09,100,16909.0,502.79,2.9735
WUR,Healthcare,365.17,100,36517.0,898.52,2.4606
YLYKM,Utilities,115.33,100,11533.0,544.49,4.7212
TCNE,Utilities,117.73,100,11773.0,574.67,4.8813
IJN,Consumer Defensive,130.65,100,13065.0,354.2,2.7111
TYICP,Energy,136.93,100,13693.0,658.12,4.8063
KAOJ,Real Estate,101.98,100,10198.0,380.07,3.7269
JMS,Basic Materials,70.9,100,7090.0,249.09,3.5133
DJG,Energy,135.78,100,13578.0,594.02,4.3749
PROUV,Technology,418.43,100,41843.0,445.11,1.0638
SBXI,Industrials,66.64,100,6664.0,88.46,1.3274
ZETJU,Financials,30.51,100,3051.0,96.25,3.1548
TDW,Industrials,153.25,100,15325.0,278.65,1.8182
REI,Consumer Defensive,167.27,100,16727.0,619.7,3.7048
POJ,Technology,91.17,100,9117.0,55.24,0.6059
CRHV,Technology,97.9,100,9790.0,196.6,2.0081
QIZS,Financials,57.14,100,5714.0,267.26,4.6773
OTI,Consumer Defensive,108.79,100,10879.0,458.11,4.211
SUP,Technology,234.44,100,23444.0,394.87,1.6843
VPO,Consumer Cyclical,304.93,100,30493.0,414.18,1.3583
RBB,Consumer Cyclical,298.12,100,29812.0,301.11,1.01
YHL,Utilities,66.29,100,6629.0,203.49,3.0697
MES,Consumer Defensive,87.19,100,8719.0,166.5,1.9096
TUM,Consumer Cyclical,300.48,100,30048.0,154.33,0.5136
ESLI,Consumer Defensive,247.26,100,24726.0,995.22,4.025
QRSZ,Technology,130.9,100,13090.0,262.35,2.0042
BKU,Technology,301.1,100,30110.0,128.39,0.4264
XSQ,Technology,394.9,100,39490.0,712.77,1.8049
LU,Technology,382.0,100,38200.0,845.19,2.2126
FRIMM,Financials,152.16,100,15216.0,237.33,1.5598
DONA,Consumer Cyclical,204.25,100,20425.0,495.83,2.4276
BJU,Consumer Defensive,111.88,100,11188.0,245.84,2.1973
IGF,Energy,104.83,100,10483.0,333.37,3.1801
NKX,Consumer Cyclical,133.6,100,13360.0,205.32,1.5368
XIAH,Basic Materials,189.53,100,18953.0,505.41,2.6666
GJ,Consumer Cyclical,91.86,100,9186.0,70.39,0.7662
KNT,Consumer Cyclical,203.74,100,20374.0,577.23,2.8332
TCNS,Healthcare,176.33,100,17633.0,408.97,2.3193
WYW,Technology,110.04,100,11004.0,203.36,1.848
LUVZY,Communication Services,136.19,100,13619.0,241.53,1.7735
BTR,Consumer Cyclical,270.54,100,27054.0,391.07,1.4455
HESBR,Healthcare,260.15,100,26015.0,712.91,2.7404
ZOPFN,Healthcare,87.73,100,8773.0,92.94,1.0594
PXU,Energy,151.46,100,15146.0,776.36,5.1258
TWFO,Technology,51.25,100,5125.0,73.09,1.4262
CFNZ,Real Estate,26.3,100,2630.0,152.62,5.8031
VUTA,Communication Services,252.05,100,25205.0,422.63,1.6768
ADQ,Healthcare,332.49,100,33249.0,870.33,2.6176
MMIL,Communication Services,285.42,100,28542.0,895.36,3.137
QTW,Technology,91.54,100,9154.0,137.45,1.5015
IVP,Basic Materials,147.71,100,14771.0,276.38,1.8711
XNZ,Real Estate,25.52,100,2552.0,135.26,5.3002
CLTI,Technology,410.62,100,41062.0,363.62,0.8855
ALC,Consumer Defensive,105.21,100,10521.0,273.24,2.5971
NTB,Consumer Cyclical,169.83,100,16983.0,249.74,1.4706
YKS,Industrials,224.95,100,22495.0,309.61,1.3764
FLIU,Healthcare,202.47,100,20247.0,218.43,1.0788
ZYTOJ,Consumer Cyclical,269.94,100,26994.0,164.13,0.608
JMSX,Healthcare,172.04,100,17204.0,588.92,3.4232
UL,Consumer Defensive,56.87,100,5687.0,252.42,4.4385
YRDS,Consumer Cyclical,151.8,100,15180.0,447.62,2.9487
HTG,Utilities,93.51,100,9351.0,282.23,3.0182
WON,Basic Materials,38.04,100,3804.0,52.93,1.3914
HBJ,Healthcare,104.17,100,10417.0,148.3,1.4236
CBC,Basic Materials,45.57,100,4557.0,181.1,3.974
TKSIL,Financials,197.85,100,19785.0,755.24,3.8172
GKS,Healthcare,327.79,100,32779.0,1108.43,3.3815
UOJW,Financials,35.21,100,3521.0,126.67,3.5977
SVBS,Industrials,202.99,100,20299.0,284.11,1.3996
ZNZ,Technology,77.48,100,7748.0,46.0,0.5937
VNVXD,Basic Materials,57.49,100,5749.0,187.18,3.2559
IHXFL,Technology,367.41,100,36741.0,607.75,1.6542
ITEUU,Consumer Defensive,76.71,100,7671.0,127.85,1.6666
KCI,Utilities,65.75,100,6575.0,215.0,3.27
MUU,Technology,430.48,100,43048.0,790.57,1.8365
LBK,Technology,359.24,100,35924.0,501.88,1.3971
TFKPN,Energy,182.55,100,18255.0,1094.46,5.9954
XQJ,Technology,81.12,100,8112.0,133.65,1.6476
YEPQ,Technology,432.3,100,43230.0,858.18,1.9852
LCXHY,Financials,28.65,100,2865.0,76.22,2.6604
YWVZ,Consumer Defensive,40.3,100,4030.0,131.23,3.2562
SGR,Utilities,110.36,100,11036.0,452.98,4.1045
YGW,Financials,82.35,100,8235.0,129.54,1.573
WQR,Industrials,195.26,100,19526.0,298.04,1.5264
LYVQ,Consumer Defensive,69.95,100,6995.0,201.32,2.8781
WHA,Consumer Defensive,146.45,100,14645.0,582.59,3.9781
UNDIY,Communication Services,226.59,100,22659.0,119.77,0.5286
ZLX,Financials,58.6,100,5860.0,150.97,2.5763
VGKK,Consumer Cyclical,204.21,100,20421.0,576.24,2.8218
TVZ,Consumer Cyclical,349.15,100,34915.0,697.05,1.9964
ABZ,Energy,125.86,100,12586.0,484.64,3.8506
URLY,Utilities,54.87,100,5487.0,172.29,3.14
VSHDY,Financials,127.3,100,12730.0,264.11,2.0747
ZVPQ,Industrials,106.64,100,10664.0,169.57,1.5901
SVG,Technology,399.42,100,39942.0,797.5,1.9967
IKW,Financials,62.56,100,6256.0,193.16,3.0875
GOK,Industrials,216.91,100,21691.0,689.31,3.1779
ASAI,Technology,80.49,100,8049.0,30.18,0.3749
ZDT,Consumer Cyclical,247.29,100,24729.0,411.42,1.6637
PRDB,Consumer Defensive,56.52,100,5652.0,111.59,1.9744
GQQA,Technology,307.17,100,30717.0,272.29,0.8864
VQWP,Healthcare,246.27,100,24627.0,389.56,1.5819
OUEM,Consumer Cyclical,287.39,100,28739.0,715.99,2.4913
EPI,Consumer Cyclical,198.08,100,19808.0,487.85,2.4629
PMQK,Financials,131.47,100,13147.0,598.47,4.5522
BOG,Financials,194.72,100,19472.0,346.86,1.7813
FUV,Healthcare,82.5,100,8250.0,147.97,1.7935
KJJI,Technology,347.18,100,34718.0,175.23,0.5047
HUCET,Technology,337.16,100,33716.0,456.93,1.3552
LWU,Healthcare,324.15,100,32415.0,333.99,1.0304
UIW,Healthcare,232.63,100,23263.0,462.89,1.9898
WWLN,Utilities,88.0,100,8800.0,250.43,2.8458
OLZ,Energy,76.54,100,7654.0,337.11,4.4043
FPI,Financials,86.05,100,8605.0,407.31,4.7334
EMY,Industrials,78.3,100,7830.0,143.89,1.8376
ABJH,Industrials,69.06,100,6906.0,104.97,1.52
GU,Technology,435.53,100,43553.0,920.28,2.113
IUKN,Utilities,66.93,100,6693.0,340.15,5.0821
FGD,Healthcare,379.77,100,37977.0,1290.78,3.3989
HMJIY,Consumer Cyclical,38.44,100,3844.0,101.19,2.6323
OJB,Industrials,95.6,100,9560.0,191.28,2.0008
QKMP,Financials,29.16,100,2916.0,92.61,3.1761
ZFR,Basic Materials,191.12,100,19112.0,514.02,2.6895
OBO,Utilities,33.29,100,3329.0,149.07,4.4779
UDGN,Consumer Defensive,239.41,100,23941.0,753.43,3.147
IXBNL,Technology,423.94,100,42394.0,653.61,1.5418
LQK,Technology,386.22,100,38622.0,294.95,0.7637
ZLE,Communication Services,109.73,100,10973.0,224.78,2.0484
VYLM,Industrials,118.88,100,11888.0,308.66,2.5964
FQVUP,Financials,21.96,100,2196.0,35.77,1.6288
JEB,Consumer Cyclical,140.63,100,14063.0,311.03,2.2117
VOSG,Healthcare,87.92,100,8792.0,300.4,3.4168
UNMMR,Financials,158.52,100,15852.0,589.87,3.7211
QRFV,Technology,237.79,100,23779.0,562.23,2.3644
XJ,Energy,233.71,100,23371.0,1098.36,4.6997
XRSY,Real Estate,38.92,100,3892.0,152.57,3.9202
OBDB,Consumer Cyclical,69.4,100,6940.0,190.99,2.752
ZTR,Healthcare,170.54,100,17054.0,536.34,3.1449
LWQW,Basic Materials,44.16,100,4416.0,156.22,3.5376
YYW,Healthcare,256.91,100,25691.0,443.42,1.726
QZLC,Consumer Defensive,45.33,100,4533.0,103.3,2.2788
MYKC,Energy,83.7,100,8370.0,254.99,3.0464
WJSL,Financials,80.06,100,8006.0,121.02,1.5116
JYP,Technology,106.91,100,10691.0,49.34,0.4615
LMRP,Industrials,218.55,100,21855.0,503.34,2.3031
JVV,Basic Materials,80.48,100,8048.0,104.66,1.3004
ZTZF,Technology,438.76,100,43876.0,1057.94,2.4112
TKKW,Real Estate,48.08,100,4808.0,250.72,5.2147
WOC,Consumer Cyclical,258.0,100,25800.0,144.35,0.5595
TFYGA,Industrials,79.52,100,7952.0,262.89,3.306
BSB,Technology,65.83,100,6583.0,123.66,1.8785
WNM,Communication Services,265.55,100,26555.0,885.06,3.3329
VTI,Financials,184.81,100,18481.0,660.22,3.5724
PUEL,Technology,369.49,100,36949.0,775.3,2.0983
DQP,Financials,115.49,100,11549.0,454.87,3.9386
NLJ,Technology,115.85,100,11585.0,215.07,1.8565
TEIP,Consumer Cyclical,49.32,100,4932.0,139.36,2.8257
TNZQ,Consumer Defensive,161.63,100,16163.0,721.73,4.4653
MPW,Consumer Cyclical,100.84,100,10084.0,224.57,2.227
DSM,Healthcare,277.1,100,27710.0,360.31,1.3003
KGAV,Consumer Defensive,161.49,100,16149.0,528.67,3.2737
BMIV,Energy,61.05,100,6105.0,175.19,2.8695
LYUIV,Financials,54.0,100,5400.0,103.33,1.9136
RCW,Financials,65.45,100,6545.0,326.3,4.9856
WHX,Financials,66.52,100,6652.0,199.78,3.0034
HJYC,Healthcare,62.15,100,6215.0,129.52,2.084
JYYB,Financials,98.24,100,9824.0,247.24,2.5166
HPLH,Healthcare,71.07,100,7107.0,155.68,2.1906
NNV,Healthcare,66.65,100,6665.0,184.17,2.7633
GJLEE,Communication Services,112.54,100,11254.0,432.57,3.8437
MGDO,Consumer Defensive,69.72,100,6972.0,290.68,4.1692
QBQ,Financials,77.65,100,7765.0,178.19,2.2948
VBZ,Technology,374.19,100,37419.0,883.66,2.3615
UDD,Energy,229.38,100,22938.0,1172.99,5.1137
YRZ,Industrials,124.34,100,12434.0,381.18,3.0657
KZB,Financials,47.74,100,4774.0,209.26,4.3833
AKPVT,Industrials,247.6,100,24760.0,256.11,1.0344
IMYS,Basic Materials,168.79,100,16879.0,537.06,3.1818
YKJ,Technology,113.59,100,11359.0,280.3,2.4677
AEP,Consumer Cyclical,280.15,100,28015.0,543.91,1.9415
HOV,Basic Materials,128.59,100,12859.0,434.63,3.38
MLK,Utilities,85.26,100,8526.0,356.14,4.1771
AHECU,Consumer Defensive,119.39,100,11939.0,318.11,2.6644
KQQDQ,Industrials,43.78,100,4378.0,47.19,1.0779
ZV,Industrials,128.53,100,12853.0,375.56,2.922
ZII,Real Estate,39.3,100,3930.0,172.05,4.3779
UKBJ,Basic Materials,154.82,100,15482.0,169.68,1.096
LJH,Technology,134.52,100,13452.0,335.06,2.4908
GGD,Technology,151.83,100,15183.0,361.7,2.3823
WYH,Technology,381.59,100,38159.0,897.56,2.3522
OFN,Healthcare,200.26,100,20026.0,409.2,2.0434
MGII,Technology,414.88,100,41488.0,768.35,1.852
CJUAK,Communication Services,32.62,100,3262.0,128.1,3.927
CPN,Real Estate,101.03,100,10103.0,444.35,4.3982
NKR,Healthcare,263.39,100,26339.0,782.41,2.9705
UUSNB,Technology,427.8,100,42780.0,664.92,1.5543
GQI,Basic Materials,132.36,100,13236.0,308.2,2.3285
VDRA,Energy,142.77,100,14277.0,333.12,2.3333
OGU,Communication Services,162.19,100,16219.0,413.58,2.5499
OYB,Communication Services,236.24,100,23624.0,138.57,0.5865
HPNK,Financials,67.74,100,6774.0,310.73,4.5871
BQBBU,Healthcare,312.56,100,31256.0,691.17,2.2113
SLYKB,Industrials,120.16,100,12016.0,350.78,2.9193
URQ,Consumer Cyclical,63.43,100,6343.0,32.72,0.5159
MVO,Consumer Cyclical,272.3,100,27230.0,669.71,2.4595
DVB,Consumer Cyclical,290.74,100,29074.0,697.34,2.3985
VJEU,Real Estate,25.47,100,2547.0,147.54,5.7925
KEUW,Financials,125.98,100,12598.0,259.78,2.0621
OEA,Industrials,283.1,100,28310.0,424.32,1.4988
RBA,Industrials,191.4,100,19140.0,492.16,2.5714
OEL,Financials,114.23,100,11423.0,440.93,3.86
MXYD,Healthcare,211.97,100,21197.0,400.67,1.8902
GAE,Healthcare,44.13,100,4413.0,109.55,2.4823
JASK,Basic Materials,128.9,100,12890.0,311.02,2.4128
QPU,Consumer Defensive,52.01,100,5201.0,94.0,1.8074
ISQO,Financials,198.94,100,19894.0,699.78,3.5175
ILO,Energy,225.82,100,22582.0,724.41,3.2079
RFW,Consumer Cyclical,332.27,100,33227.0,481.83,1.4501
IZFEJ,Utilities,68.39,100,6839.0,192.0,2.8074
EIJ,Financials,160.15,100,16015.0,397.13,2.4797
NZU,Financials,87.51,100,8751.0,426.15,4.8698
WRVON,Industrials,255.1,100,25510.0,386.46,1.5149
WXD,Consumer Cyclical,150.93,100,15093.0,164.72,1.0914
VPQ,Technology,443.32,100,44332.0,243.73,0.5498
VLS,Basic Materials,166.87,100,16687.0,351.62,2.1072
ZCG,Utilities,119.1,100,11910.0,347.15,2.9148
AKT,Technology,247.69,100,24769.0,308.77,1.2466
TRO,Consumer Cyclical,187.02,100,18702.0,170.16,0.9098
RKD,Financials,64.64,100,6464.0,262.59,4.0623
WHZEI,Healthcare,156.87,100,15687.0,129.76,0.8272
LYFB,Real Estate,18.65,100,1865.0,105.04,5.6321
EAUGS,Utilities,77.88,100,7788.0,242.16,3.1093
IZTL,Technology,157.17,100,15717.0,277.76,1.7673
AUI,Technology,80.63,100,8063.0,39.24,0.4866
YRKDP,Energy,40.0,100,4000.0,93.07,2.3267
DVSJ,Consumer Cyclical,127.76,100,12776.0,146.35,1.1455
JQBLQ,Industrials,298.76,100,29876.0,811.54,2.7164
GAP,Industrials,65.08,100,6508.0,160.75,2.4701
EQPPN,Utilities,109.18,100,10918.0,334.8,3.0665
MTX,Consumer Cyclical,89.55,100,8955.0,59.94,0.6693
HVOK,Healthcare,329.32,100,32932.0,742.74,2.2554
NISK,Healthcare,320.68,100,32068.0,905.52,2.8237
DYLKD,Consumer Cyclical,38.02,100,3802.0,66.35,1.7451
UUJ,Industrials,159.95,100,15995.0,417.37,2.6094
VEG,Financials,68.46,100,6846.0,148.95,2.1758
CVKJR,Consumer Defensive,65.99,100,6599.0,153.33,2.3235
IJOU,Consumer Defensive,179.37,100,17937.0,301.75,1.6823
LFNDJ,Technology,299.81,100,29981.0,161.22,0.5378
RUU,Financials,162.73,100,16273.0,410.53,2.5228
YZX,Financials,129.18,100,12918.0,253.27,1.9606
KAYKB,Real Estate,80.31,100,8031.0,465.48,5.796
ISXP,Industrials,78.77,100,7877.0,233.1,2.9592
QCD,Energy,184.17,100,18417.0,898.87,4.8807
AYG,Consumer Cyclical,170.06,100,17006.0,95.86,0.5637
QDSF,Real Estate,142.17,100,14217.0,563.47,3.9633
YST,Utilities,53.74,100,5374.0,252.51,4.6987
LFVTF,Financials,124.79,100,12479.0,600.36,4.811
ZWY,Real Estate,21.32,100,2132.0,78.66,3.6896
JNI,Communication Services,25.7,100,2570.0,30.94,1.204
AWY,Consumer Cyclical,349.14,100,34914.0,514.44,1.4735
DWLWJ,Real Estate,82.72,100,8272.0,564.61,6.8255
DJEV,Industrials,112.41,100,11241.0,374.71,3.3334
RUN,Technology,257.01,100,25701.0,314.52,1.2238
JMNHK,Technology,201.41,100,20141.0,490.03,2.433
PLANE,Consumer Defensive,90.7,100,9070.0,380.07,4.1904
DMD,Technology,400.15,100,40015.0,896.21,2.2397
BIZL,Utilities,68.49,100,6849.0,182.57,2.6657
WNZAN,Healthcare,157.46,100,15746.0,273.16,1.7348
PSC,Communication Services,197.23,100,19723.0,213.72,1.0836
WEX,Communication Services,25.01,100,2501.0,78.98,3.158
EEO,Technology,265.95,100,26595.0,547.54,2.0588
CSI,Technology,323.38,100,32338.0,201.28,0.6224
WHIRN,Basic Materials,32.77,100,3277.0,99.81,3.0458
OZXSG,Technology,239.04,100,23904.0,76.22,0.3188
VAE,Industrials,229.99,100,22999.0,547.53,2.3807
SDL,Industrials,149.7,100,14970.0,386.05,2.5788
FDYH,Healthcare,259.46,100,25946.0,312.11,1.2029
JSMC,Basic Materials,50.56,100,5056.0,128.53,2.5421
AOYXB,Technology,299.37,100,29937.0,224.69,0.7506
FVA,Basic Materials,169.33,100,16933.0,585.52,3.4578
DGE,Energy,229.13,100,22913.0,1115.31,4.8676
VSO,Technology,116.57,100,11657.0,71.81,0.616
EDIF,Healthcare,89.75,100,8975.0,89.1,0.9928
VLZ,Energy,116.23,100,11623.0,259.38,2.2316
LDY,Healthcare,229.01,100,22901.0,581.58,2.5395
JUKXB,Technology,352.98,100,35298.0,559.49,1.585
KITL,Industrials,180.91,100,18091.0,483.65,2.6734
FVM,Basic Materials,57.89,100,5789.0,176.99,3.0573
KZJ,Healthcare,103.52,100,10352.0,345.39,3.3365
YB,Healthcare,311.55,100,31155.0,1079.06,3.4635
OII,Technology,283.48,100,28348.0,362.39,1.2784
SZTRA,Technology,332.88,100,33288.0,660.9,1.9854
YVI,Financials,46.41,100,4641.0,218.37,4.7053
DUT,Technology,307.27,100,30727.0,393.74,1.2814
UDP,Energy,99.96,100,9996.0,577.75,5.7798
VDOI,Real Estate,25.89,100,2589.0,104.59,4.0399
JPG,Consumer Defensive,211.59,100,21159.0,480.75,2.2721
PAJ,Technology,241.23,100,24123.0,451.52,1.8717
QFCC,Real Estate,148.72,100,14872.0,986.39,6.6325
QH,Communication Services,198.36,100,19836.0,787.14,3.9682
PYC,Utilities,98.37,100,9837.0,294.71,2.9959
FSKP,Technology,187.29,100,18729.0,337.57,1.8024
LIDTD,Consumer Cyclical,40.19,100,4019.0,69.49,1.729
ANI,Consumer Cyclical,287.87,100,28787.0,610.11,2.1194
IA,Consumer Cyclical,280.65,100,28065.0,447.6,1.5949
JLNLM,Healthcare,120.03,100,12003.0,333.97,2.7824
FTMD,Energy,225.46,100,22546.0,1343.75,5.9601
JJFX,Financials,20.8,100,2080.0,78.38,3.7684
VAN,Industrials,40.51,100,4051.0,136.81,3.3773
YQX,Consumer Cyclical,335.58,100,33558.0,794.2,2.3667
CPBJL,Financials,156.88,100,15688.0,759.31,4.84
RFXOA,Financials,113.39,100,11339.0,529.17,4.6668
ZXZ,Basic Materials,153.62,100,15362.0,573.79,3.7351
PZC,Financials,171.29,100,17129.0,392.6,2.292
GZT,Financials,60.03,100,6003.0,134.56,2.2416
CGH,Energy,159.76,100,15976.0,343.34,2.1491
OXJMB,Healthcare,300.41,100,30041.0,1045.01,3.4786
DIQZ,Industrials,289.8,100,28980.0,855.87,2.9533
DFW,Technology,224.73,100,22473.0,429.03,1.9091
VKAR,Consumer Defensive,130.87,100,13087.0,495.5,3.7862
JEE,Basic Materials,58.69,100,5869.0,224.04,3.8173
XZVK,Real Estate,31.17,100,3117.0,186.16,5.9725
KYZT,Communication Services,149.2,100,14920.0,404.62,2.7119
MOB,Technology,266.38,100,26638.0,595.21,2.2345
JGGP,Utilities,58.55,100,5855.0,174.46,2.9797
IPV,Consumer Defensive,195.96,100,19596.0,486.6,2.4832
PCXK,Technology,229.95,100,22995.0,193.15,0.84
GRZ,Basic Materials,55.71,100,5571.0,68.89,1.2366
GPAL,Real Estate,108.6,100,10860.0,735.25,6.7702
HUNZ,Technology,228.48,100,22848.0,389.27,1.7037
NQC,Financials,90.46,100,9046.0,281.21,3.1087
ZZO,Healthcare,129.21,100,12921.0,142.4,1.1021
WAY,Real Estate,76.2,100,7620.0,321.16,4.2147
AYMPV,Healthcare,288.99,100,28899.0,847.22,2.9317
PVV,Utilities,78.55,100,7855.0,206.38,2.6274
RGU,Consumer Defensive,238.82,100,23882.0,860.46,3.603
YGKUY,Consumer Cyclical,187.33,100,18733.0,513.37,2.7405
ZIQ,Energy,143.35,100,14335.0,421.47,2.9402
PDRC,Utilities,117.82,100,11782.0,642.41,5.4524
PDY,Industrials,75.24,100,7524.0,202.12,2.6863
KDXVV,Energy,245.22,100,24522.0,499.96,2.0388
CCSPY,Healthcare,148.95,100,14895.0,480.43,3.2254
TLRV,Consumer Cyclical,341.55,100,34155.0,836.28,2.4485
ZXX,Consumer Defensive,203.8,100,20380.0,316.86,1.5548
KNPJ,Utilities,83.62,100,8362.0,257.75,3.0824
WIX,Energy,80.56,100,8056.0,465.06,5.7728
IEJY,Communication Services,73.3,100,7330.0,131.36,1.7921
GJI,Healthcare,337.68,100,33768.0,497.43,1.4731
NZWAS,Energy,54.05,100,5405.0,309.53,5.7268
EAR,Industrials,246.96,100,24696.0,264.76,1.0721
YPF,Energy,151.18,100,15118.0,613.71,4.0594
SKIUK,Real Estate,137.66,100,13766.0,713.33,5.1818
STFDM,Energy,149.05,100,14905.0,716.49,4.8071
CRSA,Industrials,297.13,100,29713.0,640.66,2.1562
BFHCI,Technology,120.97,100,12097.0,191.53,1.5833
MFXN,Real Estate,79.93,100,7993.0,252.26,3.156
TGF,Industrials,275.87,100,27587.0,438.14,1.5882
ENMHL,Utilities,87.97,100,8797.0,442.64,5.0317
NMTO,Financials,177.36,100,17736.0,324.48,1.8295
CHQ,Technology,121.41,100,12141.0,110.26,0.9082
CBG,Financials,102.8,100,10280.0,303.42,2.9516
